"","date","series_id","value","realtime_start","realtime_end"
"78",2006-01-01,"FYFSGDA188S",-1.79638,2023-11-18,2023-11-18
"79",2007-01-01,"FYFSGDA188S",-1.11026,2023-11-18,2023-11-18
"80",2008-01-01,"FYFSGDA188S",-3.10465,2023-11-18,2023-11-18
"81",2009-01-01,"FYFSGDA188S",-9.75744,2023-11-18,2023-11-18
"82",2010-01-01,"FYFSGDA188S",-8.60107,2023-11-18,2023-11-18
"83",2011-01-01,"FYFSGDA188S",-8.33091,2023-11-18,2023-11-18
"84",2012-01-01,"FYFSGDA188S",-6.62345,2023-11-18,2023-11-18
"85",2013-01-01,"FYFSGDA188S",-4.02694,2023-11-18,2023-11-18
"86",2014-01-01,"FYFSGDA188S",-2.75323,2023-11-18,2023-11-18
"87",2015-01-01,"FYFSGDA188S",-2.41574,2023-11-18,2023-11-18
"88",2016-01-01,"FYFSGDA188S",-3.10903,2023-11-18,2023-11-18
"89",2017-01-01,"FYFSGDA188S",-3.39306,2023-11-18,2023-11-18
"90",2018-01-01,"FYFSGDA188S",-3.77188,2023-11-18,2023-11-18
"91",2019-01-01,"FYFSGDA188S",-4.57032,2023-11-18,2023-11-18
"92",2020-01-01,"FYFSGDA188S",-14.69054,2023-11-18,2023-11-18
"93",2021-01-01,"FYFSGDA188S",-11.76297,2023-11-18,2023-11-18
"94",2022-01-01,"FYFSGDA188S",-5.3429,2023-11-18,2023-11-18
