"","date","series_id","value","realtime_start","realtime_end"
"1",1927-01-01,"A0871BUSA175NNBR",45790,2023-11-23,2023-11-23
"2",1928-01-01,"A0871BUSA175NNBR",46542,2023-11-23,2023-11-23
"3",1929-01-01,"A0871BUSA175NNBR",48414,2023-11-23,2023-11-23
"4",1930-01-01,"A0871BUSA175NNBR",45818,2023-11-23,2023-11-23
"5",1931-01-01,"A0871BUSA175NNBR",42270,2023-11-23,2023-11-23
"6",1932-01-01,"A0871BUSA175NNBR",38473,2023-11-23,2023-11-23
"7",1933-01-01,"A0871BUSA175NNBR",38575,2023-11-23,2023-11-23
"8",1934-01-01,"A0871BUSA175NNBR",41216,2023-11-23,2023-11-23
"9",1935-01-01,"A0871BUSA175NNBR",42384,2023-11-23,2023-11-23
"10",1936-01-01,"A0871BUSA175NNBR",44529,2023-11-23,2023-11-23
"11",1937-01-01,"A0871BUSA175NNBR",45957,2023-11-23,2023-11-23
"12",1938-01-01,"A0871BUSA175NNBR",43081,2023-11-23,2023-11-23
"13",1939-01-01,"A0871BUSA175NNBR",44624,2023-11-23,2023-11-23
"14",1940-01-01,"A0871BUSA175NNBR",46110,2023-11-23,2023-11-23
"15",1941-01-01,"A0871BUSA175NNBR",49720,2023-11-23,2023-11-23
"16",1942-01-01,"A0871BUSA175NNBR",52032,2023-11-23,2023-11-23
"17",1943-01-01,"A0871BUSA175NNBR",53097,2023-11-23,2023-11-23
