"","ticker","ref_date","volume","price_open","price_high","price_low","price_close","price_adjusted","ret_adjusted_prices","ret_closing_prices","cumret_adjusted_prices"
"1","^GSPC",1927-12-30,0,17.6599998474121,17.6599998474121,17.6599998474121,17.6599998474121,17.6599998474121,NA,NA,1
"2","^GSPC",1928-01-03,0,17.5699996948242,17.7600002288818,17.2600002288818,17.5699996948242,17.5699996948242,-0.00509627142500113,-0.00509627142500113,0.994903728574999
"3","^GSPC",1928-02-01,0,17.2600002288818,17.6299991607666,16.9500007629395,17.2600002288818,17.2600002288818,-0.0176436807812639,-0.0176436807812639,0.977349964779932
"4","^GSPC",1928-03-01,0,19.2800006866455,19.2800006866455,17.2999992370605,19.2800006866455,19.2800006866455,0.117033628677683,0.117033628677683,1.09173277764613
"5","^GSPC",1928-04-02,0,19.75,19.75,18.9099998474121,19.75,19.75,0.0243775568784104,0.0243775568784104,1.11834655552923
"6","^GSPC",1928-05-01,0,20,20.4400005340576,19.3600006103516,20,20,0.0126582278481013,0.0126582278481013,1.13250284104225
"7","^GSPC",1928-06-01,0,19.1399993896484,20.0699996948242,18.3400001525879,19.1399993896484,19.1399993896484,-0.0430000305175782,-0.0430000305175782,1.08380518431619
"8","^GSPC",1928-07-02,0,19.4300003051758,19.4799995422363,18.7000007629395,19.4300003051758,19.4300003051758,0.0151515634678747,0.0151515634678747,1.10022652735317
"9","^GSPC",1928-08-01,0,20.8700008392334,20.8700008392334,19.1299991607666,20.8700008392334,20.8700008392334,0.0741122239547278,0.0741122239547278,1.1817667621493
"10","^GSPC",1928-09-04,0,21.1399993896484,21.4300003051758,20.9200000762939,21.1399993896484,21.1399993896484,0.0129371604962982,0.0129371604962982,1.19705546842042
"11","^GSPC",1928-10-01,0,21.6800003051758,22,21.1100006103516,21.6800003051758,21.6800003051758,0.0255440364767354,0.0255440364767354,1.22763309697043
"12","^GSPC",1928-11-01,0,24.2800006866455,24.2800006866455,21.9500007629395,24.2800006866455,24.2800006866455,0.119926215169333,0.119926215169333,1.3748584879067
"13","^GSPC",1928-12-03,0,24.3500003814697,24.3500003814697,22.3099994659424,24.3500003814697,24.3500003814697,0.00288301865093099,0.00288301865093099,1.37882223056972
"14","^GSPC",1929-01-02,0,25.7399997711182,25.7399997711182,24.1700000762939,25.7399997711182,25.7399997711182,0.057084162951645,0.057084162951645,1.45753114346091
"15","^GSPC",1929-02-01,0,25.5900001525879,25.8400001525879,24.3500003814697,25.5900001525879,25.5900001525879,-0.00582749105921054,-0.00582749105921054,1.44903739375388
"16","^GSPC",1929-03-01,0,25.5300006866455,26.0799999237061,24.3500003814697,25.5300006866455,25.5300006866455,-0.00234464500135279,-0.00234464500135279,1.44563991547184
"17","^GSPC",1929-04-01,0,25.9400005340576,25.9400005340576,24.6299991607666,25.9400005340576,25.9400005340576,0.0160595313899297,0.0160595313899297,1.46885621507289
"18","^GSPC",1929-05-01,0,24.8299999237061,26.3700008392334,24.2000007629395,24.8299999237061,24.8299999237061,-0.0427910789320995,-0.0427910789320995,1.4060022728338
